male,78,60.3
female,29,59.3
male,91,58.9
female,80,73.7
male,38,94.2
female,79,51.9
male,45,70.3
female,27,53.8
female,69,74.7
male,79,102.3
female,89,82.1
female,65,53.3
female,80,96.7
male,39,96.1
male,58,101.3
female,50,70.4
male,54,75.5
male,79,97.6
male,45,64.0
male,37,93.0
male,30,106.9
male,60,102.9
female,31,61.9
female,82,59.3
female,60,87.6
male,42,96.1
male,27,75.8
male,76,76.9
female,66,79.5
female,87,60.7
female,94,69.4
male,59,82.9
female,39,61.2
female,32,99.5
male,63,81.6
female,28,97.2
male,39,84.0
male,41,102.4
female,95,89.2
male,35,110.5
female,44,80.2
male,42,81.8
male,59,103.7
male,43,75.6
male,34,93.3
female,35,102.5
female,52,91.5
male,47,86.0
male,37,106.0
male,85,72.2
male,74,95.4
female,29,48.6
male,55,65.0
female,41,53.4
female,88,48.1
female,86,77.4
female,39,84.4
female,81,88.8
female,59,65.4
male,35,91.0
female,76,52.3
male,86,66.8
male,75,98.5
female,45,79.8
male,58,67.1
female,94,67.0
female,62,82.1
female,95,54.1
male,66,82.8
male,74,60.8
male,68,76.4
male,72,103.8
female,60,87.8
male,30,73.5
female,91,86.5
female,29,63.6
male,78,90.8
female,54,64.7
male,94,67.6
male,36,112.7
female,74,56.2
female,64,98.2
male,89,84.2
male,57,104.7
female,55,70.0
female,42,96.2
female,50,90.7
female,31,63.6
female,42,66.1
male,42,116.0
female,66,97.5
female,85,52.7
female,60,84.4
female,58,66.9
male,77,61.9
male,30,109.2
female,65,57.3
female,78,48.8
female,54,87.3
female,62,69.8
female,76,51.5
male,35,94.2
male,31,68.5
female,74,66.4
male,83,72.4
female,67,89.7
male,65,81.0
male,31,66.8
male,69,102.3
male,75,94.9
female,83,49.4
male,77,95.4
male,66,107.9
male,38,68.2
male,56,104.3
female,34,58.7
female,48,78.1
male,53,79.2
male,37,75.5
female,66,91.6
male,93,59.2
male,41,73.7
female,60,59.0
male,76,91.3
female,42,104.9
male,52,102.3
male,49,100.6
female,54,74.0
female,49,72.9
female,86,65.2
male,30,76.3
male,36,93.5
female,92,78.2
female,71,82.5
male,58,87.0
female,82,75.1
female,72,89.4
male,64,93.3
female,47,97.0
female,79,104.3
male,31,80.3
female,68,85.5
female,84,55.4
female,46,77.3
male,48,71.4
male,77,71.8
female,53,54.0
female,53,89.4
male,94,93.2
male,32,106.3
female,42,99.7
female,46,103.2
female,84,56.8
female,27,90.0
female,82,72.1
female,69,53.8
female,43,52.2
male,47,102.5
female,90,65.8
male,82,87.6
male,89,88.6
female,29,99.2
male,62,98.5
male,60,106.5
female,78,77.5
male,94,59.8
female,61,51.1
male,92,99.2
female,34,90.5
male,49,79.5
female,49,97.5
male,55,81.0
female,73,91.2
male,32,80.0
male,55,105.2
male,90,72.4
male,89,100.7
female,58,101.4
male,72,103.3
female,56,81.1
male,54,103.6
male,48,82.8
male,63,65.0
male,39,65.6
female,53,58.0
female,81,91.8
female,35,72.7
female,37,76.8
male,60,89.4
male,71,76.0
male,91,96.5
female,93,62.3
male,63,87.1
male,91,64.9
male,86,77.8
female,92,63.4
female,45,67.8
male,53,71.9
female,64,75.0
male,50,67.2
male,57,67.3
male,80,81.1
female,35,65.8
female,68,84.3
female,85,72.2
female,67,80.5
male,66,101.9
male,93,66.2
male,59,102.5
male,47,89.7
female,32,56.9
female,29,48.2
male,62,78.3
female,57,61.3
male,75,95.9
male,37,71.0
female,81,75.8
male,68,94.1
male,48,99.2
female,35,55.8
female,83,80.4
female,78,57.7
female,65,60.6
female,68,67.2
male,29,61.0
female,69,93.9
female,61,56.1
male,68,75.3
male,39,76.8
male,49,105.3
female,84,73.6
male,56,71.0
female,95,92.6
female,90,92.2
male,72,66.2
female,83,67.6
male,87,90.6
male,70,71.0
female,36,86.2
male,60,63.6
female,45,90.4
female,31,77.8
male,87,96.0
female,93,81.6
female,41,53.9
female,60,81.5
female,51,87.9
female,84,66.8
female,45,62.6
female,90,74.9
male,70,83.5
male,84,71.7
male,29,94.5
male,67,100.8
female,87,53.9
female,64,87.9
female,27,57.0
male,48,102.4
female,69,95.8
male,35,79.0
female,63,59.2
female,71,73.1
male,67,93.1
male,63,81.3
female,31,100.0
female,30,85.0
female,68,100.3
female,82,65.2
female,53,73.0
male,40,85.8
male,79,90.5
male,65,106.3
male,75,86.2
male,67,89.9
male,77,89.1
male,70,92.1
female,93,65.3
male,47,71.4
female,95,61.1
female,47,68.0
male,82,96.2
female,45,102.7
female,52,68.5
male,83,74.5
female,41,58.7
female,46,83.6
male,49,87.2
male,37,71.3
female,57,76.1
male,35,87.8
male,82,60.7
female,38,104.1
male,34,103.2
male,56,96.6
male,95,101.1
female,76,57.8
female,90,49.7
male,80,62.8
male,54,71.0
female,74,51.4
female,44,82.5
female,74,75.2
male,56,66.1
male,67,97.4
male,39,93.3
male,30,72.0
female,51,61.5
female,87,65.6
female,73,61.4
male,74,104.3
female,67,50.3
male,74,82.6
male,71,90.0
male,67,88.0
male,76,73.6
female,44,84.8
female,44,75.0
male,91,68.6
male,69,88.8
female,60,77.7
female,40,102.2
female,37,97.0
male,47,104.6
male,67,104.6
female,54,76.9
male,72,93.7
male,67,82.1
female,77,106.4
female,57,96.6
female,75,71.3
female,64,71.0
female,26,99.1
female,32,74.3
female,89,82.3
female,93,56.2
female,92,52.9
female,35,95.1
female,73,82.2
female,78,95.3
male,90,99.5
female,48,50.9
female,65,83.5
male,70,103.6
male,88,99.8
female,51,75.0
female,87,57.2
male,75,96.5
female,59,67.3
female,63,99.9
female,48,55.3
female,94,59.5
female,39,70.3
male,63,104.9
female,75,72.1
male,83,80.8
female,49,68.6
female,27,60.1
male,41,116.2
female,44,68.6
male,90,61.4
male,56,80.5
female,40,67.6
male,30,106.6
male,39,94.4
male,74,83.8
female,75,62.5
male,75,61.2
female,69,57.5
female,82,76.5
male,72,94.7
female,75,74.1
female,54,77.6
female,65,54.1
female,39,84.6
female,60,56.0
female,89,57.3
male,37,107.0
female,62,82.7
female,80,90.9
female,31,83.2
female,31,68.5
female,92,78.1
female,37,96.4
female,69,67.8
female,76,94.6
male,30,102.9
female,62,77.8
female,51,102.7
male,46,113.3
male,26,112.0
female,88,58.8
male,28,74.0
male,86,69.7
female,91,56.8
female,62,94.3
male,30,103.1
female,37,55.5
female,85,83.2
female,54,74.3
female,32,54.7
female,83,50.2
male,51,84.7
male,53,112.7
male,71,70.3
female,62,96.0
female,31,50.4
female,36,90.3
female,79,60.8
female,36,97.0
female,54,102.7
male,39,106.4
male,31,89.8
male,47,66.3
female,29,84.5
female,27,57.9
male,69,74.5
female,35,73.5
female,80,64.4
female,31,90.2
female,54,62.2
female,87,60.7
female,36,50.6
male,81,81.8
female,41,74.4
female,54,64.9
male,94,68.6
male,41,117.0
male,66,77.6
male,81,73.7
male,40,88.2
female,51,77.8
male,45,68.0
male,46,82.3
male,33,78.2
male,30,105.1
male,38,94.8
male,55,103.1
male,70,71.6
male,69,90.4
male,69,88.6
female,59,85.2
male,27,73.2
female,40,70.6
female,84,61.6
male,89,81.4
female,78,77.0
male,61,77.1
female,34,59.2
female,32,73.6
female,82,48.9
male,77,67.5
male,38,113.0
female,84,90.4
female,30,82.3
male,75,84.6
female,40,105.0
female,56,64.8
female,26,79.1
male,52,93.7
male,46,66.5
male,35,79.6
male,38,91.4
male,93,92.5
female,32,70.7
male,95,68.3
male,35,81.5
male,46,110.7
female,69,52.9
female,93,50.1
female,43,77.5
female,92,50.0
female,75,74.6
male,64,86.0
female,37,69.6
female,54,86.0
male,28,62.8
male,79,91.7
male,72,76.6
female,34,73.8
female,41,54.2
male,68,83.4
male,70,108.3
female,53,82.3
male,91,70.4
female,79,71.9
female,66,76.0
male,38,97.6
female,49,81.9
female,28,96.8
male,93,81.3
male,50,114.6
female,75,99.7
female,89,72.9
female,45,66.8
female,45,63.7
male,56,80.2
female,31,63.4
female,49,82.6
male,30,101.3
female,94,54.5
male,31,87.3
female,45,74.6
female,84,78.3
female,79,92.3
female,31,75.0
female,51,104.6
male,35,72.3
female,52,71.9
female,38,54.5
male,26,73.8
female,27,50.4
male,34,65.2
female,33,88.7
female,66,56.5
male,44,78.3
male,59,80.7
female,49,67.0
male,75,102.7
female,70,73.5
female,87,57.4
female,39,83.9
female,87,60.3
female,67,57.5
female,90,54.8
female,70,78.9
female,36,64.9
female,47,81.7
male,79,93.3
female,27,55.8
female,68,87.3
male,63,94.6
female,70,69.7
female,78,101.3
male,54,75.0
female,64,78.1
female,73,90.8
male,32,93.8
female,31,87.4
female,34,69.6
female,83,61.5
female,57,89.7
female,87,66.3
male,55,69.4
male,76,102.5
female,60,95.2
female,57,71.5
male,91,66.6
female,79,71.2
female,50,57.8
male,71,94.7
male,62,92.0
female,30,72.8
female,35,48.3
female,39,58.9
female,85,58.2
male,59,109.5
female,64,82.9
female,65,63.2
female,41,80.1
female,43,73.6
female,49,69.5
female,27,97.7
male,27,77.1
female,60,79.7
female,35,88.7
female,85,78.5
male,36,106.7
female,76,100.5
male,46,115.9
female,47,51.1
male,29,106.2
male,78,91.4
male,45,92.6
male,68,86.1
female,32,80.1
female,53,95.6
male,46,91.9
female,33,70.4
female,47,77.8
female,60,66.0
female,31,83.6
female,72,89.9
male,75,83.1
male,66,97.5
female,50,61.2
male,30,75.0
male,86,94.6
male,82,72.2
female,81,93.4
female,34,59.1
male,53,78.0
female,43,93.6
female,49,103.5
female,53,85.7
female,50,59.9
male,45,108.2
female,30,89.6
male,27,64.0
female,61,99.8
male,35,84.8
male,35,65.4
female,33,90.0
female,89,54.7
female,71,84.1
male,70,81.6
female,33,67.0
male,59,74.2
female,47,94.2
female,82,60.3
female,64,56.2
male,80,70.1
male,84,90.1
female,29,63.8
male,30,107.6
male,67,78.2
female,83,81.9
female,87,79.6
female,68,64.9
female,70,97.0
male,81,79.0
female,48,83.1
female,92,63.8
male,58,77.3
female,27,92.3
female,57,100.6
male,61,81.4
female,56,95.8
female,77,102.4
male,41,78.9
female,38,71.7
female,63,98.0
male,70,68.4
female,69,58.9
male,43,96.3
female,59,95.5
female,46,82.6
female,67,87.5
female,58,89.6
male,56,91.2
male,82,78.9
male,32,67.4
female,72,73.2
female,88,92.8
female,35,72.1
female,62,61.9
male,94,79.3
male,79,64.2
male,73,90.3
female,35,102.0
female,93,91.7
male,40,66.1
female,68,60.3
female,80,79.8
male,91,59.0
male,57,65.6
female,32,64.8
male,35,65.6
male,89,64.5
female,50,99.3
male,54,74.0
female,49,53.9
female,46,80.4
female,90,91.0
female,80,63.1
male,65,71.2
female,92,80.3
male,59,97.6
female,34,81.8
male,81,95.1
female,46,91.4
female,70,101.9
female,91,68.6
male,69,109.3
female,66,56.5
male,72,103.8
female,80,68.9
female,85,78.2
male,35,97.2
male,82,70.9
male,89,75.3
male,68,93.9
female,61,86.8
male,82,89.0
male,46,93.2
female,46,73.7
female,36,90.9
male,42,98.6
male,73,72.5
male,89,69.1
